ID	Symbol	Type
Gm48952	ENSMUSG00000115332	Gm48952	Gene Expression
Nrbp2	ENSMUSG00000075590	Nrbp2	Gene Expression
Gm41349	ENSMUSG00000116288	Gm41349	Gene Expression
Eppk1	ENSMUSG00000115388	Eppk1	Gene Expression
BC024139	ENSMUSG00000044361	BC024139	Gene Expression
Plec	ENSMUSG00000022565	Plec	Gene Expression
Parp10	ENSMUSG00000063268	Parp10	Gene Expression
Grina	ENSMUSG00000022564	Grina	Gene Expression
Mirt2	ENSMUSG00000115946	Mirt2	Gene Expression
Spatc1	ENSMUSG00000049653	Spatc1	Gene Expression
Smpd5	ENSMUSG00000071724	Smpd5	Gene Expression
Oplah	ENSMUSG00000022562	Oplah	Gene Expression
Exosc4	ENSMUSG00000034259	Exosc4	Gene Expression
Gpaa1	ENSMUSG00000022561	Gpaa1	Gene Expression
Rps6-ps1	ENSMUSG00000063875	Rps6-ps1	Gene Expression
Cyc1	ENSMUSG00000022551	Cyc1	Gene Expression
Sharpin	ENSMUSG00000022552	Sharpin	Gene Expression
Maf1	ENSMUSG00000022553	Maf1	Gene Expression
Gm35339	ENSMUSG00000109179	Gm35339	Gene Expression
Hgh1	ENSMUSG00000022554	Hgh1	Gene Expression
Tssk5	ENSMUSG00000060794	Tssk5	Gene Expression
Mroh1	ENSMUSG00000022558	Mroh1	Gene Expression
Bop1	ENSMUSG00000022557	Bop1	Gene Expression
Scx	ENSMUSG00000034161	Scx	Gene Expression
Hsf1	ENSMUSG00000022556	Hsf1	Gene Expression
Dgat1	ENSMUSG00000022555	Dgat1	Gene Expression
Scrt1	ENSMUSG00000048385	Scrt1	Gene Expression
Tmem249	ENSMUSG00000116376	Tmem249	Gene Expression
Fbxl6	ENSMUSG00000022559	Fbxl6	Gene Expression
Slc52a2	ENSMUSG00000022560	Slc52a2	Gene Expression
Adck5	ENSMUSG00000022550	Adck5	Gene Expression
Gm49413	ENSMUSG00000116238	Gm49413	Gene Expression
5730521K06Rik	ENSMUSG00000116145	5730521K06Rik	Gene Expression
Cpsf1	ENSMUSG00000034022	Cpsf1	Gene Expression
Slc39a4	ENSMUSG00000063354	Slc39a4	Gene Expression
Vps28	ENSMUSG00000115987	Vps28	Gene Expression
Tonsl	ENSMUSG00000059323	Tonsl	Gene Expression
Cyhr1	ENSMUSG00000053929	Cyhr1	Gene Expression
Kifc2	ENSMUSG00000004187	Kifc2	Gene Expression
Foxh1	ENSMUSG00000033837	Foxh1	Gene Expression
Ppp1r16a	ENSMUSG00000033819	Ppp1r16a	Gene Expression
Gpt	ENSMUSG00000022546	Gpt	Gene Expression
Mfsd3	ENSMUSG00000019080	Mfsd3	Gene Expression
Recql4	ENSMUSG00000033762	Recql4	Gene Expression
Lrrc14	ENSMUSG00000033728	Lrrc14	Gene Expression
Lrrc24	ENSMUSG00000033707	Lrrc24	Gene Expression
C030006K11Rik	ENSMUSG00000116138	C030006K11Rik	Gene Expression
Arhgap39	ENSMUSG00000033697	Arhgap39	Gene Expression
Gm17271	ENSMUSG00000090429	Gm17271	Gene Expression
Zfp251	ENSMUSG00000022526	Zfp251	Gene Expression
Zfp7	ENSMUSG00000033669	Zfp7	Gene Expression
Commd5	ENSMUSG00000055041	Commd5	Gene Expression
Rpl8	ENSMUSG00000003970	Rpl8	Gene Expression
Zfp647	ENSMUSG00000054967	Zfp647	Gene Expression
Gm18283	ENSMUSG00000115920	Gm18283	Gene Expression
1110038F14Rik	ENSMUSG00000063236	1110038F14Rik	Gene Expression
Gm35933	ENSMUSG00000116339	Gm35933	Gene Expression
Mb	ENSMUSG00000018893	Mb	Gene Expression
Apol6	ENSMUSG00000033576	Apol6	Gene Expression
Rbfox2	ENSMUSG00000033565	Rbfox2	Gene Expression
1700109K24Rik	ENSMUSG00000097267	1700109K24Rik	Gene Expression
4833412C15Rik	ENSMUSG00000116298	4833412C15Rik	Gene Expression
Gm49411	ENSMUSG00000116185	Gm49411	Gene Expression
Gm3787	ENSMUSG00000116284	Gm3787	Gene Expression
Apol7a	ENSMUSG00000010601	Apol7a	Gene Expression
Apol9a	ENSMUSG00000057346	Apol9a	Gene Expression
Apol7b	ENSMUSG00000068252	Apol7b	Gene Expression
4930571N24Rik	ENSMUSG00000086467	4930571N24Rik	Gene Expression
Gm6506	ENSMUSG00000082233	Gm6506	Gene Expression
Apol10a	ENSMUSG00000050982	Apol10a	Gene Expression
Apol11a	ENSMUSG00000091650	Apol11a	Gene Expression
Apol7c	ENSMUSG00000044309	Apol7c	Gene Expression
1700025B11Rik	ENSMUSG00000101113	1700025B11Rik	Gene Expression
Apol10b	ENSMUSG00000050014	Apol10b	Gene Expression
Gm36245	ENSMUSG00000116079	Gm36245	Gene Expression
Apol11b	ENSMUSG00000091694	Apol11b	Gene Expression
Apol7e	ENSMUSG00000071716	Apol7e	Gene Expression
Apol8	ENSMUSG00000056656	Apol8	Gene Expression
Myh9	ENSMUSG00000022443	Myh9	Gene Expression
Txn2	ENSMUSG00000005354	Txn2	Gene Expression
Foxred2	ENSMUSG00000016552	Foxred2	Gene Expression
Eif3d	ENSMUSG00000016554	Eif3d	Gene Expression
Gm17638	ENSMUSG00000097057	Gm17638	Gene Expression
Cacng2	ENSMUSG00000019146	Cacng2	Gene Expression
A730060N03Rik	ENSMUSG00000092375	A730060N03Rik	Gene Expression
Ift27	ENSMUSG00000016637	Ift27	Gene Expression
AL589692.1	ENSMUSG00000116697	AL589692.1	Gene Expression
Pvalb	ENSMUSG00000005716	Pvalb	Gene Expression
Ncf4	ENSMUSG00000071715	Ncf4	Gene Expression
Csf2rb2	ENSMUSG00000071714	Csf2rb2	Gene Expression
Csf2rb	ENSMUSG00000071713	Csf2rb	Gene Expression
Tex33	ENSMUSG00000062154	Tex33	Gene Expression
Gm49481	ENSMUSG00000116445	Gm49481	Gene Expression
Tst	ENSMUSG00000044986	Tst	Gene Expression
Mpst	ENSMUSG00000071711	Mpst	Gene Expression
Kctd17	ENSMUSG00000033287	Kctd17	Gene Expression
Tmprss6	ENSMUSG00000016942	Tmprss6	Gene Expression
Il2rb	ENSMUSG00000068227	Il2rb	Gene Expression
C1qtnf6	ENSMUSG00000022440	C1qtnf6	Gene Expression
Gm49490	ENSMUSG00000116307	Gm49490	Gene Expression
Sstr3	ENSMUSG00000044933	Sstr3	Gene Expression
Gm6723	ENSMUSG00000068226	Gm6723	Gene Expression
Rac2	ENSMUSG00000033220	Rac2	Gene Expression
Gm36738	ENSMUSG00000116097	Gm36738	Gene Expression
Cyth4	ENSMUSG00000018008	Cyth4	Gene Expression
Elfn2	ENSMUSG00000043460	Elfn2	Gene Expression
1700041B01Rik	ENSMUSG00000116260	1700041B01Rik	Gene Expression
Mfng	ENSMUSG00000018169	Mfng	Gene Expression
Card10	ENSMUSG00000033170	Card10	Gene Expression
Cdc42ep1	ENSMUSG00000049521	Cdc42ep1	Gene Expression
Lgals2	ENSMUSG00000043501	Lgals2	Gene Expression
Gm26634	ENSMUSG00000097085	Gm26634	Gene Expression
Gga1	ENSMUSG00000033128	Gga1	Gene Expression
Sh3bp1	ENSMUSG00000022436	Sh3bp1	Gene Expression
1700027A07Rik	ENSMUSG00000084864	1700027A07Rik	Gene Expression
Pdxp	ENSMUSG00000116165	Pdxp	Gene Expression
Lgals1	ENSMUSG00000068220	Lgals1	Gene Expression
Nol12	ENSMUSG00000033099	Nol12	Gene Expression
Triobp	ENSMUSG00000033088	Triobp	Gene Expression
Gm10865	ENSMUSG00000116505	Gm10865	Gene Expression
Gm17753	ENSMUSG00000115867	Gm17753	Gene Expression
Gm49544	ENSMUSG00000116262	Gm49544	Gene Expression
H1f0	ENSMUSG00000096210	H1f0	Gene Expression
Gcat	ENSMUSG00000006378	Gcat	Gene Expression
Galr3	ENSMUSG00000114755	Galr3	Gene Expression
Gm3924	ENSMUSG00000116287	Gm3924	Gene Expression
Ankrd54	ENSMUSG00000033055	Ankrd54	Gene Expression
Gm49471	ENSMUSG00000115887	Gm49471	Gene Expression
Eif3l	ENSMUSG00000033047	Eif3l	Gene Expression
Micall1	ENSMUSG00000033039	Micall1	Gene Expression
1700088E04Rik	ENSMUSG00000033029	1700088E04Rik	Gene Expression
Polr2f	ENSMUSG00000033020	Polr2f	Gene Expression
Sox10	ENSMUSG00000033006	Sox10	Gene Expression
Gm10863	ENSMUSG00000075555	Gm10863	Gene Expression
Pick1	ENSMUSG00000068206	Pick1	Gene Expression
Gm49486	ENSMUSG00000116121	Gm49486	Gene Expression
Slc16a8	ENSMUSG00000032988	Slc16a8	Gene Expression
Baiap2l2	ENSMUSG00000018126	Baiap2l2	Gene Expression
Pla2g6	ENSMUSG00000042632	Pla2g6	Gene Expression
Gm20420	ENSMUSG00000092494	Gm20420	Gene Expression
Maff	ENSMUSG00000042622	Maff	Gene Expression
Tmem184b	ENSMUSG00000009035	Tmem184b	Gene Expression
Csnk1e	ENSMUSG00000022433	Csnk1e	Gene Expression
Gm16059	ENSMUSG00000085802	Gm16059	Gene Expression
AC165278.1	ENSMUSG00000116081	AC165278.1	Gene Expression
Kcnj4	ENSMUSG00000044216	Kcnj4	Gene Expression
Gm49552	ENSMUSG00000116243	Gm49552	Gene Expression
Kdelr3	ENSMUSG00000010830	Kdelr3	Gene Expression
Ddx17	ENSMUSG00000055065	Ddx17	Gene Expression
Dmc1	ENSMUSG00000022429	Dmc1	Gene Expression
Fam227a	ENSMUSG00000042564	Fam227a	Gene Expression
Cby1	ENSMUSG00000022428	Cby1	Gene Expression
Tomm22	ENSMUSG00000022427	Tomm22	Gene Expression
Josd1	ENSMUSG00000022426	Josd1	Gene Expression
Gm26884	ENSMUSG00000097128	Gm26884	Gene Expression
Gtpbp1	ENSMUSG00000042535	Gtpbp1	Gene Expression
Sun2	ENSMUSG00000042524	Sun2	Gene Expression
Gm16575	ENSMUSG00000089796	Gm16575	Gene Expression
Gm16576	ENSMUSG00000087543	Gm16576	Gene Expression
Dnal4	ENSMUSG00000022420	Dnal4	Gene Expression
Nptxr	ENSMUSG00000022421	Nptxr	Gene Expression
Cbx6	ENSMUSG00000089715	Cbx6	Gene Expression
Gm49412	ENSMUSG00000116283	Gm49412	Gene Expression
AC113595.1	ENSMUSG00000115902	AC113595.1	Gene Expression
Apobec3	ENSMUSG00000009585	Apobec3	Gene Expression
Cbx7	ENSMUSG00000053411	Cbx7	Gene Expression
Pdgfb	ENSMUSG00000000489	Pdgfb	Gene Expression
Gm41361	ENSMUSG00000116125	Gm41361	Gene Expression
Rpl3	ENSMUSG00000060036	Rpl3	Gene Expression
Snord83b	ENSMUSG00000077734	Snord83b	Gene Expression
Syngr1	ENSMUSG00000022415	Syngr1	Gene Expression
Tab1	ENSMUSG00000022414	Tab1	Gene Expression
Mgat3	ENSMUSG00000042428	Mgat3	Gene Expression
4930588D02Rik	ENSMUSG00000115962	4930588D02Rik	Gene Expression
Gm8375	ENSMUSG00000116127	Gm8375	Gene Expression
Mief1	ENSMUSG00000022412	Mief1	Gene Expression
Atf4	ENSMUSG00000042406	Atf4	Gene Expression
Rps19bp1	ENSMUSG00000051518	Rps19bp1	Gene Expression
Cacna1i	ENSMUSG00000022416	Cacna1i	Gene Expression
Gm31369	ENSMUSG00000115888	Gm31369	Gene Expression
Enthd1	ENSMUSG00000050439	Enthd1	Gene Expression
Gm23220	ENSMUSG00000088740	Gm23220	Gene Expression
Gm19141	ENSMUSG00000116345	Gm19141	Gene Expression
Grap2	ENSMUSG00000042351	Grap2	Gene Expression
Fam83f	ENSMUSG00000022408	Fam83f	Gene Expression
A430088P11Rik	ENSMUSG00000116220	A430088P11Rik	Gene Expression
Tnrc6b	ENSMUSG00000047888	Tnrc6b	Gene Expression
Gm49512	ENSMUSG00000116480	Gm49512	Gene Expression
Adsl	ENSMUSG00000022407	Adsl	Gene Expression
Gm6612	ENSMUSG00000058357	Gm6612	Gene Expression
Sgsm3	ENSMUSG00000042303	Sgsm3	Gene Expression
Gm31462	ENSMUSG00000115976	Gm31462	Gene Expression
Mkl1	ENSMUSG00000042292	Mkl1	Gene Expression
Gm49522	ENSMUSG00000116321	Gm49522	Gene Expression
4930483J18Rik	ENSMUSG00000047938	4930483J18Rik	Gene Expression
Gm49537	ENSMUSG00000116122	Gm49537	Gene Expression
Mchr1	ENSMUSG00000050164	Mchr1	Gene Expression
8430426J06Rik	ENSMUSG00000115970	8430426J06Rik	Gene Expression
Slc25a17	ENSMUSG00000022404	Slc25a17	Gene Expression
St13	ENSMUSG00000022403	St13	Gene Expression
Xpnpep3	ENSMUSG00000022401	Xpnpep3	Gene Expression
Dnajb7	ENSMUSG00000047108	Dnajb7	Gene Expression
Gm17025	ENSMUSG00000091492	Gm17025	Gene Expression
Rbx1	ENSMUSG00000022400	Rbx1	Gene Expression
Gm5218	ENSMUSG00000091198	Gm5218	Gene Expression
1110025M09Rik	ENSMUSG00000103520	1110025M09Rik	Gene Expression
Ep300	ENSMUSG00000055024	Ep300	Gene Expression
Gm22067	ENSMUSG00000084739	Gm22067	Gene Expression
Gm49444	ENSMUSG00000116516	Gm49444	Gene Expression
L3mbtl2	ENSMUSG00000022394	L3mbtl2	Gene Expression
Gm18284	ENSMUSG00000092325	Gm18284	Gene Expression
Chadl	ENSMUSG00000063765	Chadl	Gene Expression
Rangap1	ENSMUSG00000022391	Rangap1	Gene Expression
Zc3h7b	ENSMUSG00000022390	Zc3h7b	Gene Expression
Gm17597	ENSMUSG00000097613	Gm17597	Gene Expression
Tef	ENSMUSG00000022389	Tef	Gene Expression
Gm8444	ENSMUSG00000069439	Gm8444	Gene Expression
Tob2	ENSMUSG00000048546	Tob2	Gene Expression
Gm49476	ENSMUSG00000116075	Gm49476	Gene Expression
Phf5a	ENSMUSG00000061360	Phf5a	Gene Expression
Aco2	ENSMUSG00000022477	Aco2	Gene Expression
Polr3h	ENSMUSG00000022476	Polr3h	Gene Expression
Csdc2	ENSMUSG00000042109	Csdc2	Gene Expression
Pmm1	ENSMUSG00000022474	Pmm1	Gene Expression
Gm5805	ENSMUSG00000061848	Gm5805	Gene Expression
1700029P11Rik	ENSMUSG00000061633	1700029P11Rik	Gene Expression
Xrcc6	ENSMUSG00000022471	Xrcc6	Gene Expression
Desi1	ENSMUSG00000022472	Desi1	Gene Expression
Snu13	ENSMUSG00000063480	Snu13	Gene Expression
Gm49487	ENSMUSG00000116044	Gm49487	Gene Expression
4930407I10Rik	ENSMUSG00000075524	4930407I10Rik	Gene Expression
Mei1	ENSMUSG00000068117	Mei1	Gene Expression
Ccdc134	ENSMUSG00000068114	Ccdc134	Gene Expression
Srebf2	ENSMUSG00000022463	Srebf2	Gene Expression
Gm49502	ENSMUSG00000116226	Gm49502	Gene Expression
Shisa8	ENSMUSG00000096883	Shisa8	Gene Expression
Tnfrsf13c	ENSMUSG00000068105	Tnfrsf13c	Gene Expression
Cenpm	ENSMUSG00000068101	Cenpm	Gene Expression
1500009C09Rik	ENSMUSG00000068099	1500009C09Rik	Gene Expression
Sept3	ENSMUSG00000022456	Sept3	Gene Expression
Wbp2nl	ENSMUSG00000022455	Wbp2nl	Gene Expression
Naga	ENSMUSG00000022453	Naga	Gene Expression
Pheta2	ENSMUSG00000049687	Pheta2	Gene Expression
Smdt1	ENSMUSG00000022452	Smdt1	Gene Expression
Ndufa6	ENSMUSG00000022450	Ndufa6	Gene Expression
Cyp2d22	ENSMUSG00000061740	Cyp2d22	Gene Expression
Cyp2d10	ENSMUSG00000094806	Cyp2d10	Gene Expression
Cyp2d9	ENSMUSG00000068086	Cyp2d9	Gene Expression
Gm46501	ENSMUSG00000116325	Gm46501	Gene Expression
Tdg-ps	ENSMUSG00000047347	Tdg-ps	Gene Expression
Cyp2d12	ENSMUSG00000096852	Cyp2d12	Gene Expression
Gm49429	ENSMUSG00000116319	Gm49429	Gene Expression
Cyp2d40	ENSMUSG00000068083	Cyp2d40	Gene Expression
Cyp2d41-ps	ENSMUSG00000058613	Cyp2d41-ps	Gene Expression
Cyp2d26	ENSMUSG00000022445	Cyp2d26	Gene Expression
Gm49435	ENSMUSG00000116280	Gm49435	Gene Expression
Tcf20	ENSMUSG00000041852	Tcf20	Gene Expression
Gm20324	ENSMUSG00000100199	Gm20324	Gene Expression
Gm29019	ENSMUSG00000100552	Gm29019	Gene Expression
AW121686	ENSMUSG00000097301	AW121686	Gene Expression
Nfam1	ENSMUSG00000058099	Nfam1	Gene Expression
Serhl	ENSMUSG00000058586	Serhl	Gene Expression
Gm17206	ENSMUSG00000090964	Gm17206	Gene Expression
Rrp7a	ENSMUSG00000018040	Rrp7a	Gene Expression
Poldip3	ENSMUSG00000041815	Poldip3	Gene Expression
Rnu12	ENSMUSG00000065176	Rnu12	Gene Expression
Cyb5r3	ENSMUSG00000018042	Cyb5r3	Gene Expression
Gm49463	ENSMUSG00000116508	Gm49463	Gene Expression
7530414M10Rik	ENSMUSG00000116338	7530414M10Rik	Gene Expression
A4galt	ENSMUSG00000047878	A4galt	Gene Expression
Arfgap3	ENSMUSG00000054277	Arfgap3	Gene Expression
1700001L05Rik	ENSMUSG00000075511	1700001L05Rik	Gene Expression
Pacsin2	ENSMUSG00000016664	Pacsin2	Gene Expression
Gm5417	ENSMUSG00000049414	Gm5417	Gene Expression
Ttll1	ENSMUSG00000022442	Ttll1	Gene Expression
Bik	ENSMUSG00000016758	Bik	Gene Expression
Mcat	ENSMUSG00000048755	Mcat	Gene Expression
Tspo	ENSMUSG00000041736	Tspo	Gene Expression
Ttll12	ENSMUSG00000016757	Ttll12	Gene Expression
Scube1	ENSMUSG00000016763	Scube1	Gene Expression
Mpped1	ENSMUSG00000041708	Mpped1	Gene Expression
Efcab6	ENSMUSG00000022441	Efcab6	Gene Expression
Sult4a1	ENSMUSG00000018865	Sult4a1	Gene Expression
Pnpla5	ENSMUSG00000018868	Pnpla5	Gene Expression
Gm33432	ENSMUSG00000115925	Gm33432	Gene Expression
Pnpla3	ENSMUSG00000041653	Pnpla3	Gene Expression
Gm49513	ENSMUSG00000116227	Gm49513	Gene Expression
Gm20369	ENSMUSG00000116041	Gm20369	Gene Expression
Samm50	ENSMUSG00000022437	Samm50	Gene Expression
Parvb	ENSMUSG00000022438	Parvb	Gene Expression
Parvg	ENSMUSG00000022439	Parvg	Gene Expression
Shisal1	ENSMUSG00000062760	Shisal1	Gene Expression
Rtl6	ENSMUSG00000055745	Rtl6	Gene Expression
Gm34095	ENSMUSG00000116409	Gm34095	Gene Expression
Prr5	ENSMUSG00000036106	Prr5	Gene Expression
Gm20556	ENSMUSG00000116396	Gm20556	Gene Expression
Arhgap8	ENSMUSG00000078954	Arhgap8	Gene Expression
Phf21b	ENSMUSG00000016624	Phf21b	Gene Expression
4930513L16Rik	ENSMUSG00000116491	4930513L16Rik	Gene Expression
Gm29666	ENSMUSG00000100967	Gm29666	Gene Expression
Nup50	ENSMUSG00000016619	Nup50	Gene Expression
5031439G07Rik	ENSMUSG00000036046	5031439G07Rik	Gene Expression
Upk3a	ENSMUSG00000022435	Upk3a	Gene Expression
Fam118a	ENSMUSG00000022434	Fam118a	Gene Expression
Smc1b	ENSMUSG00000022432	Smc1b	Gene Expression
Gm10923	ENSMUSG00000078289	Gm10923	Gene Expression
Ribc2	ENSMUSG00000022431	Ribc2	Gene Expression
Gm19277	ENSMUSG00000115924	Gm19277	Gene Expression
Fbln1	ENSMUSG00000006369	Fbln1	Gene Expression
Atxn10	ENSMUSG00000016541	Atxn10	Gene Expression
7530416G11Rik	ENSMUSG00000096607	7530416G11Rik	Gene Expression
Gm4825	ENSMUSG00000063548	Gm4825	Gene Expression
Wnt7b	ENSMUSG00000022382	Wnt7b	Gene Expression
AU022754	ENSMUSG00000097209	AU022754	Gene Expression
Gm49539	ENSMUSG00000116004	Gm49539	Gene Expression
Lncppara	ENSMUSG00000116305	Lncppara	Gene Expression
Ppara	ENSMUSG00000022383	Ppara	Gene Expression
Cdpf1	ENSMUSG00000064284	Cdpf1	Gene Expression
Pkdrej	ENSMUSG00000052496	Pkdrej	Gene Expression
Ttc38	ENSMUSG00000035944	Ttc38	Gene Expression
Gtse1	ENSMUSG00000022385	Gtse1	Gene Expression
Trmu	ENSMUSG00000022386	Trmu	Gene Expression
Celsr1	ENSMUSG00000016028	Celsr1	Gene Expression
Gramd4	ENSMUSG00000035900	Gramd4	Gene Expression
Cerk	ENSMUSG00000035891	Cerk	Gene Expression
Gm15569	ENSMUSG00000086424	Gm15569	Gene Expression
Tbc1d22a	ENSMUSG00000051864	Tbc1d22a	Gene Expression
A930001M01Rik	ENSMUSG00000115918	A930001M01Rik	Gene Expression
Gm49464	ENSMUSG00000116040	Gm49464	Gene Expression
4930543I03Rik	ENSMUSG00000116171	4930543I03Rik	Gene Expression
Gm49468	ENSMUSG00000116296	Gm49468	Gene Expression
Gm49470	ENSMUSG00000116229	Gm49470	Gene Expression
A930027H12Rik	ENSMUSG00000115930	A930027H12Rik	Gene Expression
Fam19a5	ENSMUSG00000054863	Fam19a5	Gene Expression
Gm49472	ENSMUSG00000116061	Gm49472	Gene Expression
Gm35772	ENSMUSG00000116350	Gm35772	Gene Expression
4930445N06Rik	ENSMUSG00000115880	4930445N06Rik	Gene Expression
B230214G05Rik	ENSMUSG00000116331	B230214G05Rik	Gene Expression
Zdhhc25	ENSMUSG00000054117	Zdhhc25	Gene Expression
Brd1	ENSMUSG00000022387	Brd1	Gene Expression
Zbed4	ENSMUSG00000034333	Zbed4	Gene Expression
Alg12	ENSMUSG00000035845	Alg12	Gene Expression
Creld2	ENSMUSG00000023272	Creld2	Gene Expression
Gm23144	ENSMUSG00000093831	Gm23144	Gene Expression
Pim3	ENSMUSG00000035828	Pim3	Gene Expression
Gm20621	ENSMUSG00000093394	Gm20621	Gene Expression
Ttll8	ENSMUSG00000022388	Ttll8	Gene Expression
Mlc1	ENSMUSG00000035805	Mlc1	Gene Expression
Gm8702	ENSMUSG00000115916	Gm8702	Gene Expression
Mov10l1	ENSMUSG00000015365	Mov10l1	Gene Expression
Gm23737	ENSMUSG00000064481	Gm23737	Gene Expression
Panx2	ENSMUSG00000058441	Panx2	Gene Expression
1810021B22Rik	ENSMUSG00000087331	1810021B22Rik	Gene Expression
Trabd	ENSMUSG00000015363	Trabd	Gene Expression
Selenoo	ENSMUSG00000035757	Selenoo	Gene Expression
Tubgcp6	ENSMUSG00000051786	Tubgcp6	Gene Expression
Hdac10	ENSMUSG00000062906	Hdac10	Gene Expression
Mapk12	ENSMUSG00000022610	Mapk12	Gene Expression
Mapk11	ENSMUSG00000053137	Mapk11	Gene Expression
Plxnb2	ENSMUSG00000036606	Plxnb2	Gene Expression
Dennd6b	ENSMUSG00000015377	Dennd6b	Gene Expression
Ppp6r2	ENSMUSG00000036561	Ppp6r2	Gene Expression
Gm26798	ENSMUSG00000097578	Gm26798	Gene Expression
Sbf1	ENSMUSG00000036529	Sbf1	Gene Expression
Miox	ENSMUSG00000022613	Miox	Gene Expression
Lmf2	ENSMUSG00000022614	Lmf2	Gene Expression
Ncaph2	ENSMUSG00000008690	Ncaph2	Gene Expression
Sco2	ENSMUSG00000091780	Sco2	Gene Expression
Tymp	ENSMUSG00000022615	Tymp	Gene Expression
Odf3b	ENSMUSG00000047394	Odf3b	Gene Expression
Syce3	ENSMUSG00000078938	Syce3	Gene Expression
Cpt1b	ENSMUSG00000078937	Cpt1b	Gene Expression
Gm44502	ENSMUSG00000116461	Gm44502	Gene Expression
Chkb	ENSMUSG00000022617	Chkb	Gene Expression
C730034F03Rik	ENSMUSG00000079242	C730034F03Rik	Gene Expression
Mapk8ip2	ENSMUSG00000022619	Mapk8ip2	Gene Expression
Arsa	ENSMUSG00000022620	Arsa	Gene Expression
C230037L18Rik	ENSMUSG00000084915	C230037L18Rik	Gene Expression
Shank3	ENSMUSG00000022623	Shank3	Gene Expression
Gm15609	ENSMUSG00000086602	Gm15609	Gene Expression
Acr	ENSMUSG00000022622	Acr	Gene Expression
Rabl2	ENSMUSG00000022621	Rabl2	Gene Expression
Syt10	ENSMUSG00000063260	Syt10	Gene Expression
Gm24415	ENSMUSG00000095422	Gm24415	Gene Expression
Gm36330	ENSMUSG00000116231	Gm36330	Gene Expression
Alg10b	ENSMUSG00000075470	Alg10b	Gene Expression
Gm36480	ENSMUSG00000116204	Gm36480	Gene Expression
Cpne8	ENSMUSG00000052560	Cpne8	Gene Expression
Gm6746	ENSMUSG00000078847	Gm6746	Gene Expression
Rpl31-ps8	ENSMUSG00000067870	Rpl31-ps8	Gene Expression
Tcea1-ps1	ENSMUSG00000067869	Tcea1-ps1	Gene Expression
Spn-ps	ENSMUSG00000116210	Spn-ps	Gene Expression
Gm36618	ENSMUSG00000116428	Gm36618	Gene Expression
Kif21a	ENSMUSG00000022629	Kif21a	Gene Expression
Gm18814	ENSMUSG00000115952	Gm18814	Gene Expression
Gm7167	ENSMUSG00000116424	Gm7167	Gene Expression
Abcd2	ENSMUSG00000055782	Abcd2	Gene Expression
CN725425	ENSMUSG00000078932	CN725425	Gene Expression
Slc2a13	ENSMUSG00000036298	Slc2a13	Gene Expression
Gm15381	ENSMUSG00000081771	Gm15381	Gene Expression
4933438A12Rik	ENSMUSG00000086160	4933438A12Rik	Gene Expression
Lrrk2	ENSMUSG00000036273	Lrrk2	Gene Expression
Cntn1	ENSMUSG00000055022	Cntn1	Gene Expression
Gm26760	ENSMUSG00000097068	Gm26760	Gene Expression
Pdzrn4	ENSMUSG00000036218	Pdzrn4	Gene Expression
4930588J15Rik	ENSMUSG00000115858	4930588J15Rik	Gene Expression
Gm49418	ENSMUSG00000116309	Gm49418	Gene Expression
Gm30085	ENSMUSG00000109770	Gm30085	Gene Expression
Gm4335	ENSMUSG00000097989	Gm4335	Gene Expression
Gm24447	ENSMUSG00000065911	Gm24447	Gene Expression
Gxylt1	ENSMUSG00000036197	Gxylt1	Gene Expression
Yaf2	ENSMUSG00000022634	Yaf2	Gene Expression
Zcrb1	ENSMUSG00000022635	Zcrb1	Gene Expression
Pphln1	ENSMUSG00000036167	Pphln1	Gene Expression
Prickle1	ENSMUSG00000036158	Prickle1	Gene Expression
Gm30339	ENSMUSG00000116237	Gm30339	Gene Expression
Gm49445	ENSMUSG00000116493	Gm49445	Gene Expression
9430014N10Rik	ENSMUSG00000116360	9430014N10Rik	Gene Expression
Gm30564	ENSMUSG00000115965	Gm30564	Gene Expression
Adamts20	ENSMUSG00000022449	Adamts20	Gene Expression
Pus7l	ENSMUSG00000033356	Pus7l	Gene Expression
Irak4	ENSMUSG00000059883	Irak4	Gene Expression
Twf1	ENSMUSG00000022451	Twf1	Gene Expression
Tmem117	ENSMUSG00000063296	Tmem117	Gene Expression
Nell2	ENSMUSG00000022454	Nell2	Gene Expression
1700129L04Rik	ENSMUSG00000100603	1700129L04Rik	Gene Expression
Dbx2	ENSMUSG00000045608	Dbx2	Gene Expression
Gm8843	ENSMUSG00000116058	Gm8843	Gene Expression
Gm49169	ENSMUSG00000115569	Gm49169	Gene Expression
Gm6961	ENSMUSG00000115699	Gm6961	Gene Expression
Gm8849	ENSMUSG00000043329	Gm8849	Gene Expression
A130051J06Rik	ENSMUSG00000097643	A130051J06Rik	Gene Expression
Ano6	ENSMUSG00000064210	Ano6	Gene Expression
Gm17546	ENSMUSG00000078648	Gm17546	Gene Expression
Gm49172	ENSMUSG00000115049	Gm49172	Gene Expression
D030018L15Rik	ENSMUSG00000078925	D030018L15Rik	Gene Expression
2610037D02Rik	ENSMUSG00000097536	2610037D02Rik	Gene Expression
4833422M21Rik	ENSMUSG00000097619	4833422M21Rik	Gene Expression
Arid2	ENSMUSG00000033237	Arid2	Gene Expression
Scaf11	ENSMUSG00000033228	Scaf11	Gene Expression
Gm41392	ENSMUSG00000116253	Gm41392	Gene Expression
