,gene,chrom
16324,Serpinb8,chr1
16326,Serpinb9,chr13
16328,Serpinb9e,chr13
16330,Serpind1,chr16
16332,Serpine1,chr5
16334,Serpine2,chr1
16336,Serpine3,chr14
16338,Serpinf1,chr11
16340,Serping1,chr2
16342,Serpinh1,chr7
16344,Serpini1,chr3
16346,Sertad2,chr11
16348,Sertad4,chr1
16350,Sesn1,chr10
16352,Sesn2,chr4
16354,Sesn3,chr9
16356,Sestd1,chr2
16358,Set,chr2
16360,Setbp1,chr18
16362,Setd2,chr9
16364,Setd3,chr12
16366,Setd4,chr16
16368,Setd5,chr6
16370,Setd6,chr8
16372,Setd7,chr3
16374,Setd8,chr5
16376,Setdb1,chr3
16378,Setdb2,chr14
16380,Setmar,chr6
16382,Setx,chr2
16384,Sf1,chr19
16386,Sf3a1,chr11
16388,Sf3a2,chr10
16390,Sf3a3,chr4
16392,Sf3b1,chr1
16394,Sf3b2,chr19
16396,Sf3b5,chr10
16398,Sfmbt1,chr14
16400,Sfmbt2,chr2
16402,Sfn,chr4
16404,Sfpq,chr4
16406,Sfrp1,chr8
16408,Sfswap,chr5
16410,Sft2d1,chr17
16412,Sft2d2,chr1
16414,Sft2d3,chr18
16416,Sfxn1,chr13
16418,Sfxn2,chr19
16420,Sfxn3,chr19
16422,Sfxn4,chr19
16424,Sgcb,chr5
16426,Sgcd,chr11
16428,Sgce,chr6
16430,Sgip1,chr4
16432,Sgk1,chr10
16434,Sgk3,chr1
16436,Sgms2,chr3
16438,Sgol1,chr17
16440,Sgol2,chr1
16442,Sgpl1,chr10
16444,Sgpp1,chr12
16446,Sgsh,chr11
16448,Sgsm1,chr5
16450,Sgsm2,chr11
16452,Sgsm3,chr15
16454,Sgta,chr10
16456,Sgtb,chr13
16458,Sh2b1,chr7
16460,Sh2b2,chr5
16462,Sh2b3,chr5
16464,Sh2d1b1,chr1
16466,Sh2d3c,chr2
16468,Sh2d5,chr4
16470,Sh2d7,chr9
16472,Sh3bgr,chr16
16474,Sh3bgrl2,chr9
16476,Sh3bgrl3,chr4
16478,Sh3bgrl,chrX
16480,Sh3bp1,chr15
16482,Sh3bp2,chr5
16484,Sh3bp4,chr1
16486,Sh3bp5,chr14
16488,Sh3bp5l,chr11
16490,Sh3d19,chr3
16492,Sh3gl3,chr7
16494,Sh3glb1,chr3
16496,Sh3glb2,chr2
16498,Sh3kbp1,chrX
16500,Sh3pxd2a,chr19
16502,Sh3pxd2b,chr11
16504,Sh3rf1,chr8
16506,Sh3rf2,chr18
16508,Sh3rf3,chr10
16510,Sh3tc2,chr18
16512,Sh3yl1,chr12
16514,Sharpin,chr15
16516,Shc2,chr10
16518,Shc4,chr2
16520,Shcbp1,chr8
16522,Shd,chr17
16524,Shfm1,chr6
16526,Shisa4,chr1
16528,Shisa5,chr9
16530,Shkbp1,chr7
16532,Shmt1,chr11
16534,Shmt2,chr10
16536,Shoc2,chr19
16538,Shox2,chr3
16540,Shpk,chr11
16542,Shprh,chr10
16544,Shq1,chr6
16546,Shroom1,chr11
16548,Shroom2,chrX
16550,Shroom3,chr5
16552,Shroom4,chrX
16554,Siae,chr9
16556,Siah1a,chr8
16558,Siah1b,chrX
16560,Sidt2,chr9
16562,Siglecg,chr7
16564,Sik1,chr17
16566,Sik2,chr9
16568,Sike1,chr3
16570,Sil1,chr18
16572,Sin3a,chr9
16574,Sin3b,chr8
16576,Sipa1,chr19
16578,Sipa1l1,chr12
16580,Sipa1l2,chr8
16582,Sipa1l3,chr7
16584,Sirpa,chr2
16586,Sirt2,chr7
16588,Sirt3,chr7
16590,Sirt4,chr5
16592,Sirt5,chr13
16594,Sirt6,chr10
16596,Siva1,chr12
16598,Six1,chr12
16600,Six5,chr7
16602,Ska1,chr18
16604,Skap1,chr11
16606,Skap2,chr6
16608,Ski,chr4
16610,Skil,chr3
16612,Skiv2l2,chr13
16614,Skp1a,chr11
16616,Skp2,chr15
16618,Sla,chr15
16620,Slain2,chr5
16622,Slbp,chr5
16624,Slc10a1,chr12
16626,Slc10a3,chrX
16628,Slc10a6,chr5
16630,Slc10a7,chr8
16632,Slc11a1,chr1
16634,Slc11a2,chr15
16636,Slc12a2,chr18
16638,Slc12a4,chr8
16640,Slc12a6,chr2
16642,Slc12a7,chr13
16644,Slc12a8,chr16
16646,Slc12a9,chr5
16648,Slc15a3,chr19
16650,Slc15a4,chr5
16652,Slc16a10,chr10
16654,Slc16a11,chr11
16656,Slc16a13,chr11
16658,Slc16a1,chr3
16660,Slc16a2,chrX
16662,Slc16a3,chr11
16664,Slc16a4,chr3
16666,Slc16a6,chr11
16668,Slc16a7,chr10
16670,Slc16a9,chr10
16672,Slc17a5,chr9
16674,Slc17a7,chr7
16676,Slc17a9,chr2
16678,Slc19a1,chr10
16680,Slc19a2,chr1
16682,Slc1a2,chr2
16684,Slc1a3,chr15
16686,Slc1a4,chr11
16688,Slc1a5,chr7
16690,Slc1a6,chr10
16692,Slc1a7,chr4
16694,Slc20a1,chr2
16696,Slc20a2,chr8
16698,Slc22a15,chr3
16700,Slc22a17,chr14
16702,Slc22a18,chr7
16704,Slc22a21,chr11
16706,Slc22a23,chr13
16708,Slc22a4,chr11
16710,Slc22a5,chr11
16712,Slc23a2,chr2
16714,Slc24a5,chr2
16716,Slc25a11,chr11
16718,Slc25a12,chr2
16720,Slc25a13,chr6
16722,Slc25a14,chrX
16724,Slc25a15,chr8
16726,Slc25a16,chr10
16728,Slc25a17,chr15
16730,Slc25a1,chr16
16732,Slc25a20,chr9
16734,Slc25a21,chr12
16736,Slc25a24,chr3
16738,Slc25a26,chr6
16740,Slc25a27,chr17
16742,Slc25a28,chr19
16744,Slc25a30,chr14
16746,Slc25a32,chr15
16748,Slc25a33,chr4
16750,Slc25a35,chr11
16752,Slc25a37,chr14
16754,Slc25a38,chr9
16756,Slc25a3,chr10
16758,Slc25a40,chr5
16760,Slc25a42,chr8
16762,Slc25a44,chr3
16764,Slc25a45,chr19
16766,Slc25a46,chr18
16768,Slc26a11,chr11
16770,Slc26a2,chr18
16772,Slc26a6,chr9
16774,Slc27a1,chr8
16776,Slc27a3,chr3
16778,Slc27a4,chr2
16780,Slc27a5,chr7
16782,Slc27a6,chr18
16784,Slc29a2,chr19
16786,Slc29a3,chr10
16788,Slc29a4,chr5
16790,Slc2a10,chr2
16792,Slc2a12,chr10
16794,Slc2a13,chr15
16796,Slc2a1,chr4
16798,Slc2a3,chr6
16800,Slc2a5,chr4
16802,Slc2a6,chr2
16804,Slc2a9,chr5
16806,Slc30a1,chr1
16808,Slc30a4,chr2
16810,Slc30a5,chr13
16812,Slc30a6,chr17
16814,Slc30a7,chr3
16816,Slc30a9,chr5
16818,Slc31a1,chr4
16820,Slc31a2,chr4
16822,Slc33a1,chr3
16824,Slc35a1,chr4
16826,Slc35a2,chrX
16828,Slc35a3,chr3
16830,Slc35a5,chr16
16832,Slc35b1,chr11
16834,Slc35b3,chr13
16836,Slc35b4,chr6
16838,Slc35c1,chr2
16840,Slc35c2,chr2
16842,Slc35d1,chr4
16844,Slc35d2,chr13
16846,Slc35e1,chr8
16848,Slc35e2,chr4
16850,Slc35e4,chr11
16852,Slc35f1,chr10
16854,Slc35f5,chr1
16856,Slc36a1,chr11
16858,Slc36a4,chr9
16860,Slc37a1,chr17
16862,Slc37a2,chr9
16864,Slc37a3,chr6
16866,Slc38a10,chr11
16868,Slc38a1,chr15
16870,Slc38a2,chr15
16872,Slc38a6,chr12
16874,Slc38a7,chr8
16876,Slc38a9,chr13
16878,Slc39a10,chr1
16880,Slc39a11,chr11
16882,Slc39a13,chr2
16884,Slc39a14,chr14
16886,Slc39a1,chr3
16888,Slc39a3,chr10
16890,Slc39a6,chr18
16892,Slc39a8,chr3
16894,Slc39a9,chr12
16896,Slc3a2,chr19
16898,Slc40a1,chr1
16900,Slc41a1,chr1
16902,Slc41a2,chr10
16904,Slc41a3,chr6
16906,Slc43a1,chr2
16908,Slc43a2,chr11
16910,Slc43a3,chr2
16912,Slc44a1,chr4
16914,Slc44a2,chr9
16916,Slc44a3,chr3
16918,Slc45a3,chr1
16920,Slc45a4,chr15
16922,Slc46a1,chr11
16924,Slc46a3,chr5
16926,Slc48a1,chr15
16928,Slc4a11,chr2
16930,Slc4a1ap,chr5
16932,Slc4a2,chr5
16934,Slc4a3,chr1
16936,Slc4a4,chr5
16938,Slc4a7,chr14
16940,Slc4a8,chr15
16942,Slc50a1,chr3
16944,Slc5a3,chr16
16946,Slc5a6,chr5
16948,Slc5a7,chr17
16950,Slc6a12,chr6
16952,Slc6a15,chr10
16954,Slc6a17,chr3
16956,Slc6a6,chr6
16958,Slc6a8,chrX
16960,Slc6a9,chr4
16962,Slc7a11,chr3
16964,Slc7a1,chr5
16966,Slc7a2,chr8
16968,Slc7a3,chrX
16970,Slc7a5,chr8
16972,Slc7a6,chr8
16974,Slc7a6os,chr8
16976,Slc7a7,chr14
16978,Slc7a8,chr14
16980,Slc8a1,chr17
16982,Slc9a3r2,chr17
16984,Slc9a5,chr8
16986,Slc9a6,chrX
16988,Slc9a8,chr2
16990,Slc9a9,chr9
16992,Slco2a1,chr9
16994,Slco3a1,chr7
16996,Slfn10-ps,chr11
16998,Slfn2,chr11
17000,Slfn9,chr11
17002,Slit2,chr5
17004,Slit3,chr11
17006,Slitrk2,chrX
17008,Slk,chr19
17010,Slmap,chr14
17012,Slmo1,chr18
17014,Slmo2,chr2
17016,Slpi,chr2
17018,Sltm,chr9
17020,Slu7,chr11
17022,Slx4,chr16
17024,Smad1,chr8
17026,Smad2,chr18
17028,Smad3,chr9
17030,Smad4,chr18
17032,Smad5,chr13
17034,Smad6,chr9
17036,Smad7,chr18
17038,Smad9,chr3
17040,Smagp,chr15
17042,Smap1,chr1
17044,Smap2,chr4
17046,Smarca2,chr19
17048,Smarca4,chr9
17050,Smarcad1,chr6
17052,Smarcal1,chr1
17054,Smarcb1,chr10
17056,Smarcc1,chr9
17058,Smarcc2,chr10
17060,Smarcd1,chr15
17062,Smarcd2,chr11
17064,Smarcd3,chr5
17066,Smarce1,chr11
17068,Smc1a,chrX
17070,Smc2,chr4
17072,Smc3,chr19
17074,Smc4,chr3
17076,Smc5,chr19
17078,Smc6,chr12
17080,Smchd1,chr17
17082,Smcr8,chr11
17084,Smek1,chr12
17086,Smek2,chr11
17088,Smg1,chr7
17090,Smg5,chr3
17092,Smg6,chr11
17094,Smg7,chr1
17096,Smn1,chr13
17098,Smndc1,chr19
17100,Smo,chr6
17102,Smoc2,chr17
17104,Smox,chr2
17106,Smpd1,chr7
17108,Smpd2,chr10
17110,Smpd3,chr8
17112,Smpd4,chr16
17114,Smpdl3a,chr10
17116,Smpdl3b,chr4
17118,Sms,chrX
17120,Smtn,chr11
17122,Smtnl2,chr11
17124,Smu1,chr4
17126,Smug1,chr15
17128,Smurf1,chr5
17130,Smurf2,chr11
17132,Smyd2,chr1
17134,Smyd3,chr1
17136,Smyd4,chr11
17138,Snai2,chr16
17140,Snap23,chr2
17142,Snap29,chr16
17144,Snap47,chr11
17146,Snap91,chr9
17148,Snapc1,chr12
17150,Snapc2,chr8
17152,Snapc3,chr4
17154,Snapc4,chr2
17156,Snapc5,chr9
17158,Snapin,chr3
17160,Snd1,chr6
17162,Sned1,chr1
17164,Snhg10,chr12
17166,Snhg11,chr2
17168,Snhg12,chr4
17170,Snhg1,chr19
17172,Snhg3,chr4
17174,Snhg4,chr18
17176,Snhg6,chr1
17178,Snhg7,chr2
17180,Snhg8,chr3
17182,Snhg9,chr17
17184,Snip1,chr4
17186,Snn,chr16
17188,Snora23,chr7
17190,Snora34,chr15
17192,Snora61,chr4
17194,Snora64,chr17
17196,Snora78,chr17
17198,Snord100,chr10
17200,Snord15b,chr7
17202,Snord16a,chr9
17204,Snord45b,chr3
17206,Snord49b,chr11
17208,Snord52,chr17
17210,Snord73a,
17212,Snph,chr2
17214,Snrk,chr9
17216,Snrnp200,chr2
17218,Snrnp25,chr11
17220,Snrnp35,chr5
17222,Snrnp40,chr4
17224,Snrnp48,chr13
17226,Snrnp70,chr7
17228,Snrpa1,chr7
17230,Snrpb2,chr2
17232,Snrpb,chr2
17234,Snrpe,chr1
17236,Snta1,chr2
17238,Sntb2,chr8
17240,Snupn,chr9
17242,Snw1,chr12
17244,Snx10,chr6
17246,Snx11,chr11
17248,Snx12,chrX
17250,Snx13,chr12
17252,Snx14,chr9
17254,Snx15,chr19
17256,Snx16,chr3
17258,Snx17,chr5
17260,Snx18,chr13
17262,Snx19,chr9
17264,Snx1,chr9
17266,Snx21,chr2
17268,Snx22,chr9
17270,Snx24,chr18
17272,Snx25,chr8
17274,Snx27,chr3
17276,Snx2,chr18
17278,Snx30,chr4
17280,Snx32,chr19
17282,Snx33,chr9
17284,Snx3,chr10
17286,Snx4,chr16
17288,Snx6,chr12
17290,Snx7,chr3
17292,Snx8,chr5
17294,Snx9,chr17
17296,Soat1,chr1
17298,Socs1,chr16
17300,Socs2,chr10
17302,Socs3,chr11
17304,Socs5,chr17
17306,Socs6,chr18
17308,Socs7,chr11
17310,Sod1,chr16
17312,Sod2,chr17
17314,Sod3,chr5
17316,Son,chr16
17318,Sorbs1,chr19
17320,Sorbs2,chr8
17322,Sorbs3,chr14
17324,Sorcs2,chr5
17326,Sord,chr2
17328,Sort1,chr3
17330,Sos1,chr17
17332,Sos2,chr12
17334,Sox11,chr12
17336,Sox12,chr2
17338,Sox13,chr1
17340,Sox4,chr13
17342,Sox6,chr7
17344,Sox8,chr17
17346,Sox9,chr11
17348,Sp1,chr15
17350,Sp2,chr11
17352,Sp3,chr2
17354,Sp4,chr12
17356,Sp6,chr11
17358,Sp9,chr2
17360,Spag1,chr15
17362,Spag4,chr2
17364,Spag5,chr11
17366,Spag7,chr11
17368,Spag9,chr11
17370,Sparc,chr11
17372,Sparcl1,chr5
17374,Spast,chr17
17376,Spata13,chr14
17378,Spata1,chr3
17380,Spata24,chr18
17382,Spata2,chr2
17384,Spata5,chr3
17386,Spata6,chr4
17388,Spata7,chr12
17390,Spats2,chr15
17392,Spats2l,chr1
17394,Spc24,chr9
17396,Spc25,chr2
17398,Spcs1,chr14
17400,Spcs2,chr7
17402,Spcs3,chr8
17404,Spdya,chr17
17406,Specc1,chr11
17408,Specc1l,chr10
17410,Spef1,chr2
17412,Speg,chr1
17414,Spen,chr4
17416,Spg11,chr2
17418,Spg20,chr3
17420,Spg21,chr9
17422,Spg7,chr8
17424,Sphk1,chr11
17426,Sphkap,chr1
17428,Spice1,chr16
17430,Spin1,chr13
17432,Spin4,chrX
17434,Spint2,chr7
17436,Spire1,chr18
17438,Spire2,chr8
17440,Spns1,chr7
17442,Spock1,chr13
17444,Spon1,chr7
17446,Spon2,chr5
17448,Spop,chr11
17450,Spopl,chr2
17452,Spp1,chr5
17454,Sppl3,chr5
17456,Spred1,chr2
17458,Spred2,chr11
17460,Spred3,chr7
17462,Spry1,chr3
17464,Spry2,chr14
17466,Spry4,chr18
17468,Spryd3,chr15
17470,Spryd4,chr10
17472,Spsb1,chr4
17474,Spsb4,chr9
17476,Sptlc1,chr13
17478,Sptlc2,chr12
17480,Spty2d1,chr7
17482,Sqle,chr15
17484,Sqrdl,chr2
17486,Sqstm1,chr11
17488,Srbd1,chr17
17490,Src,chr2
17492,Srcrb4d,chr5
17494,Srd5a1,chr13
17496,Srd5a3,chr5
17498,Srebf1,chr11
17500,Srebf2,chr15
17502,Srek1,chr13
17504,Srek1ip1,chr13
17506,Srf,chr17
17508,Srfbp1,chr18
17510,Srgap1,chr10
17512,Srgap2,chr1
17514,Srgap3,chr6
17516,Sri,chr5
17518,Srl,chr16
17520,Srm,chr4
17522,Srp14,chr2
17524,Srp19,chr18
17526,Srp68,chr11
17528,Srp72,chr5
17530,Srp9,chr1
17532,Srpk1,chr17
17534,Srpk2,chr5
17536,Srpr,chr9
17538,Srprb,chr9
17540,Srpx2,chrX
17542,Srpx,chrX
17544,Srr,chr11
17546,Srrd,chr5
17548,Srrm1,chr4
17550,Srrm2,chr17
17552,Srrt,chr5
17554,Srsf11,chr3
17556,Srsf1,chr11
17558,Srsf2,chr11
17560,Srsf3,chr17
17562,Srsf4,chr4
17564,Srsf5,chr12
17566,Srsf6,chr2
17568,Srsf7,chr17
17570,Srsf9,chr5
17572,Ss18,chr18
17574,Ss18l1,chr2
17576,Ssb,chr2
17578,Ssbp1,chr6
17580,Ssbp2,chr13
17582,Ssbp3,chr4
17584,Ssbp4,chr8
17586,Ssfa2,chr2
17588,Ssh1,chr5
17590,Ssh2,chr11
17592,Ssh3,chr19
17594,Ssna1,chr2
17596,Sspn,chr6
17598,Ssr1,chr13
17600,Ssr2,chr3
17602,Ssr3,chr3
17604,Ssrp1,chr2
17606,Sssca1,chr19
17608,Ssu72,chr4
17610,Ssx2ip,chr3
17612,St13,chr15
17614,St14,chr9
17616,St3gal1,chr15
17618,St3gal2,chr8
17620,St3gal3,chr4
17622,St3gal4,chr9
17624,St3gal5,chr6
17626,St3gal6,chr16
17628,St5,chr7
17630,St6gal1,chr16
17632,St6galnac2,chr11
17634,St6galnac4,chr2
17636,St6galnac6,chr2
17638,St7l,chr3
17640,St8sia2,chr7
17642,Stac2,chr11
17644,Stag1,chr9
17646,Stam2,chr2
17648,Stam,chr2
17650,Stambp,chr6
17652,Stambpl1,chr19
17654,Stap2,chr17
17656,Star,chr8
17658,Stard13,chr5
17660,Stard3,chr11
17662,Stard3nl,chr13
17664,Stard4,chr18
17666,Stard5,chr7
17668,Stard6,chr18
17670,Stard7,chr2
17672,Stard8,chrX
17674,Stat1,chr1
17676,Stat2,chr10
17678,Stat3,chr11
17680,Stat5a,chr11
17682,Stat5b,chr11
17684,Stat6,chr10
17686,Stau1,chr2
17688,Stau2,chr1
17690,Stbd1,chr5
17692,Stc1,chr14
17694,Stc2,chr11
17696,Steap1,chr5
17698,Steap2,chr5
17700,Steap3,chr1
17702,Stil,chr4
17704,Stim1,chr7
17706,Stim2,chr5
17708,Stip1,chr19
17710,Stk10,chr11
17712,Stk11ip,chr1
17714,Stk16,chr1
17716,Stk17b,chr1
17718,Stk24,chr14
17720,Stk25,chr1
17722,Stk32c,chr7
17724,Stk35,chr2
17726,Stk36,chr1
17728,Stk38,chr17
17730,Stk38l,chr6
17732,Stk39,chr2
17734,Stk40,chr4
17736,Stk4,chr2
17738,Stmn1,chr4
17740,Stom,chr2
17742,Stoml1,chr9
17744,Stoml2,chr4
17746,Ston1,chr17
17748,Ston2,chr12
17750,Stox2,chr8
17752,Strada,chr11
17754,Stradb,chr1
17756,Strap,chr6
17758,Strbp,chr2
17760,Strn3,chr12
17762,Strn4,chr7
17764,Strn,chr17
17766,Stt3a,chr9
17768,Stt3b,chr9
17770,Stx11,chr10
17772,Stx12,chr4
17774,Stx16,chr2
17776,Stx17,chr4
17778,Stx18,chr5
17780,Stx19,chr16
17782,Stx1a,chr5
17784,Stx2,chr5
17786,Stx3,chr19
17788,Stx5a,chr19
17790,Stx6,chr1
17792,Stx7,chr10
17794,Stx8,chr11
17796,Stxbp1,chr2
17798,Stxbp2,chr8
17800,Stxbp3a,chr3
17802,Stxbp4,chr11
17804,Stxbp5,chr10
17806,Styk1,chr6
17808,Styx,chr14
17810,Sub1,chr15
17812,Sucla2,chr14
17814,Suclg1,chr6
17816,Suclg2,chr6
17818,Suds3,chr5
17820,Sufu,chr19
17822,Sugp1,chr8
17824,Sugp2,chr8
17826,Sugt1,chr14
17828,Sulf1,chr1
17830,Sulf2,chr2
17832,Sult4a1,chr15
17834,Sumf1,chr6
17836,Sumf2,chr5
17838,Sun1,chr5
17840,Sun2,chr15
17842,Suox,chr10
17844,Supt7l,chr5
17846,Supv3l1,chr10
17848,Surf1,chr2
17850,Surf2,chr2
17852,Surf4,chr2
17854,Surf6,chr2
17856,Susd1,chr4
17858,Susd2,chr10
17860,Susd4,chr1
17862,Suv39h1,chrX
17864,Suv39h2,chr2
17866,Suv420h1,chr19
17868,Suv420h2,chr7
17870,Suz12,chr11
17872,Svep1,chr4
17874,Svil,chr18
17876,Svop,chr5
17878,Swap70,chr7
17880,Syap1,chrX
17882,Syce2,chr8
17884,Sycp3,chr10
17886,Syde1,chr10
17888,Syde2,chr3
17890,Syf2,chr4
17892,Sympk,chr7
17894,Syn3,chr10
17896,Sync,chr4
17898,Syncrip,chr9
17900,Syne1,chr10
17902,Syne2,chr12
17904,Syngr1,chr15
17906,Syngr2,chr11
17908,Synj1,chr16
17910,Synj2,chr17
17912,Synj2bp,chr12
17914,Synm,chr7
17916,Synpo,chr18
17918,Synrg,chr11
17920,Sypl,chr12
17922,Syt11,chr3
17924,Syt12,chr19
17926,Syt13,chr2
17928,Syt4,chr18
17930,Syt5,chr7
17932,Syt7,chr19
17934,Sytl1,chr4
17936,Sytl2,chr7
17938,Sytl4,chrX
17940,Szt2,chr4
17942,Tab1,chr15
17944,Tab2,chr10
17946,Tab3,chrX
17948,Tacc1,chr8
17950,Tacc2,chr7
17952,Tacc3,chr5
17954,Taco1,chr11
17956,Tada1,chr1
17958,Tada2a,chr11
17960,Tada3,chr6
17962,Taf11,chr17
17964,Taf12,chr4
17966,Taf13,chr3
17968,Taf1,chrX
17970,Taf1b,chr12
17972,Taf1c,chr8
17974,Taf1d,chr9
17976,Taf2,chr15
17978,Taf3,chr2
17980,Taf4a,chr2
17982,Taf4b,chr18
17984,Taf5,chr19
17986,Taf5l,chr8
17988,Taf6,chr5
17990,Taf6l,chr19
17992,Taf7,chr18
17994,Taf8,chr17
17996,Taf9,chr13
17998,Taf9b,chrX
18000,Tagln2,chr1
18002,Tagln,chr9
18004,Tanc1,chr2
18006,Tanc2,chr11
18008,Tank,chr2
18010,Taok1,chr11
18012,Taok2,chr7
18014,Tap1,chr17
18016,Tap2,chr17
18018,Tapbpl,chr6
18020,Tapt1,chr5
18022,Tardbp,chr4
18024,Tarm1,chr7
18026,Tars2,chr3
18028,Tars,chr15
18030,Tarsl2,chr7
18032,Tasp1,chr2
18034,Tatdn1,chr15
18036,Tatdn2,chr6
18038,Tatdn3,chr1
18040,Tax1bp1,chr6
18042,Taz,chrX
18044,Tbc1d10a,chr11
18046,Tbc1d10b,chr7
18048,Tbc1d10c,chr19
18050,Tbc1d12,chr19
18052,Tbc1d13,chr2
18054,Tbc1d14,chr5
18056,Tbc1d15,chr10
18058,Tbc1d16,chr11
18060,Tbc1d17,chr7
18062,Tbc1d19,chr5
18064,Tbc1d1,chr5
18066,Tbc1d20,chr2
18068,Tbc1d22a,chr15
18070,Tbc1d22b,chr17
18072,Tbc1d23,chr16
18074,Tbc1d24,chr17
18076,Tbc1d25,chrX
18078,Tbc1d2,chr4
18080,Tbc1d2b,chr9
18082,Tbc1d30,chr10
18084,Tbc1d4,chr14
18086,Tbc1d5,chr17
18088,Tbc1d7,chr13
18090,Tbc1d8b,chrX
18092,Tbc1d9,chr8
18094,Tbc1d9b,chr11
18096,Tbca,chr13
18098,Tbcb,chr7
18100,Tbcc,chr17
18102,Tbccd1,chr16
18104,Tbcd,chr11
18106,Tbce,chr13
18108,Tbcel,chr9
18110,Tbck,chr3
18112,Tbk1,chr10
18114,Tbkbp1,chr11
18116,Tbl1x,chrX
18118,Tbl1xr1,chr3
18120,Tbl2,chr5
18122,Tbl3,chr17
18124,Tbp,chr17
18126,Tbpl1,chr10
18128,Tbrg1,chr9
18130,Tbrg3,chr15
18132,Tbrg4,chr11
18134,Tbx15,chr3
18136,Tbx18,chr9
18138,Tbx3,chr5
18140,Tbx4,chr11
18142,Tbxa2r,chr10
18144,Tcea2,chr2
18146,Tcea3,chr4
18148,Tceal1,chrX
18150,Tceal8,chrX
18152,Tceanc,chrX
18154,Tceb1,chr1
18156,Tceb3,chr4
18158,Tcerg1,chr18
18160,Tcf12,chr9
18162,Tcf19,chr17
18164,Tcf20,chr15
18166,Tcf25,chr8
18168,Tcf3,chr10
18170,Tcf4,chr18
18172,Tcf7,chr11
18174,Tcf7l1,chr6
18176,Tcf7l2,chr19
18178,Tcfl5,chr2
18180,Tchp,chr5
18182,Tcirg1,chr19
18184,Tcn2,chr11
18186,Tcof1,chr18
18188,Tcp11l1,chr2
18190,Tcp11l2,chr10
18192,Tcte2,chr17
18194,Tctex1d2,chr16
18196,Tctn1,chr5
18198,Tctn2,chr5
18200,Tctn3,chr19
18202,Tdp1,chr12
18204,Tdp2,chr13
18206,Tdrd3,chr14
18208,Tdrd7,chr4
18210,Tdrkh,chr3
18212,Tead1,chr7
18214,Tead2,chr7
18216,Tead3,chr17
18218,Tead4,chr6
18220,Tec,chr5
18222,Tecpr1,chr5
18224,Tecpr2,chr12
18226,Tecr,chr8
18228,Tek,chr4
18230,Tekt2,chr4
18232,Telo2,chr17
18234,Tenc1,chr15
18236,Tep1,chr14
18238,Terf1,chr1
18240,Terf2,chr8
18242,Terf2ip,chr8
18244,Tert,chr13
18246,Tes,chr6
18248,Tesk1,chr4
18250,Tesk2,chr4
18252,Tet1,chr10
18254,Tet2,chr3
18256,Tet3,chr6
18258,Tex10,chr4
18260,Tex261,chr6
18262,Tex264,chr9
18264,Tex2,chr11
18266,Tex9,chr9
18268,Tfam,chr10
18270,Tfb1m,chr17
18272,Tfb2m,chr1
18274,Tfdp1,chr8
18276,Tfdp2,chr9
18278,Tfip11,chr5
18280,Tfpi2,chr6
18282,Tfpi,chr2
18284,Tfpt,chr7
18286,Tfrc,chr16
18288,Tg,chr15
18290,Tgds,chr14
18292,Tgfa,chr6
18294,Tgfb1,chr7
18296,Tgfb1i1,chr7
18298,Tgfb2,chr1
18300,Tgfb3,chr12
18302,Tgfbi,chr13
18304,Tgfbr1,chr4
18306,Tgfbr2,chr9
18308,Tgfbr3,chr5
18310,Tgfbrap1,chr1
18312,Tgif1,chr17
18314,Tgif2,chr2
18316,Tgm2,chr2
18318,Tgm4,chr9
18320,Tgoln1,chr6
18322,Tgs1,chr4
18324,Tha1,chr11
18326,Thada,chr17
18328,Thap11,chr8
18330,Thap1,chr8
18332,Thap2,chr10
18334,Thap3,chr4
18336,Thap4,chr1
18338,Thap6,chr5
18340,Thap7,chr16
18342,Thbd,chr2
18344,Thbs1,chr2
18346,Thbs2,chr17
18348,Thbs3,chr3
18350,Thbs4,chr13
18352,Them4,chr3
18354,Thg1l,chr11
18356,Thnsl1,chr2
18358,Thnsl2,chr6
18360,Thoc1,chr18
18362,Thoc3,chr13
18364,Thoc5,chr11
18366,Thoc7,chr14
18368,Thop1,chr10
18370,Thpo,chr16
18372,Thra,chr11
18374,Thrap3,chr4
18376,Thrb,chr14
18378,Thsd1,chr8
18380,Thsd4,chr9
18382,Thsd7a,chr6
18384,Thtpa,chr14
18386,Thumpd1,chr7
18388,Thumpd2,chr17
18390,Thumpd3,chr6
18392,Thy1,chr9
18394,Tia1,chr6
18396,Tiam1,chr16
18398,Tiam2,chr17
18400,Ticam1,chr17
18402,Tifa,chr3
18404,Tigd2,chr6
18406,Tigd5,chr15
18408,Timd2,chr11
18410,Timeless,chr10
18412,Timm13,chr10
18414,Timm17a,chr1
18416,Timm17b,chrX
18418,Timm22,chr11
18420,Timm44,chr8
18422,Timm50,chr7
18424,Timm8b,chr9
18426,Timm9,chr12
18428,Timp1,chrX
18430,Timp2,chr11
18432,Timp3,chr10
18434,Tinagl1,chr4
18436,Tinf2,chr14
18438,Tiparp,chr3
18440,Tipin,chr9
18442,Tiprl,chr1
18444,Tirap,chr9
18446,Tjap1,chr17
18448,Tjp1,chr7
18450,Tjp2,chr19
18452,Tk1,chr11
18454,Tk2,chr8
18456,Tkt,chr14
18458,Tktl1,chrX
18460,Tle1,chr4
18462,Tle2,chr10
18464,Tle3,chr9
18466,Tle4,chr19
18468,Tle6,chr10
18470,Tlk1,chr2
18472,Tlk2,chr11
